"","V1","business_id","type","Day","Hour","Review_Number"
"348","348","sn0HeaQ4lBZcDfeipl7vLg","checkin","Sat","1","1"
"349","349","roK6f1bMuKG3XC-r01Oo5w","checkin","Thu","0","1"
"350","350","heQ_G_2thAHwPiu9c5toiw","checkin","Sat","16","1"
"351","351","WP02YOmOLNAyb54Qt2zARQ","checkin","Fri","0","1"
"352","352","w4MypAX8UIaJq-mhCZBq2A","checkin","Sat","0","1"
"353","353","0Iv54qQpgPf5_nLph-Uncg","checkin","Sun","0","1"
"354","354","RCsid-VHYQI4UHWEII7s4Q","checkin","Mon","0","1"
"355","355","uja2BH8Z8wOCJnqwmlv_kg","checkin","Thu","0","1"
"356","356","mREzfLLAEH_kw-H6dxa10A","checkin","Fri","19","1"
"357","357","ewwezUTag5_7j9FlweabhA","checkin","Sat","13","1"
"358","358","nj9vV6tcMwoOBfIzSy9L9A","checkin","Wed","0","1"
"359","359","yi3mwssHrfoZctNd7fMz_A","checkin","Wed","16","1"
"360","360","kboIfA7pccxcow3ONInTQQ","checkin","Sat","13","2"
"361","361","gE80aKaybUL4SZZE4CtORA","checkin","Wed","0","1"
"362","362","HhPfXUNbKH-TevjTx6xJFQ","checkin","Tue","0","1"
"363","363","vsTxxAAyyuoDlUPgHXJnIw","checkin","Wed","20","1"
"364","364","J5w3-DUNIYnYB4P8lQGMAw","checkin","Mon","10","1"
"365","365","FatNe8hbbNgLefq3NYRz3g","checkin","Sat","0","1"
"366","366","0dFOy1BeJWuYTyIsi-gAqw","checkin","Sun","2","1"
"367","367","gQM87eGIr6kQXilSIDEZxA","checkin","Mon","0","1"
"368","368","NxtPkwb9QVXlcggnEqtWNw","checkin","Mon","16","1"
"369","369","b8RNi97OHq5-qn2azbNK-A","checkin","Sat","1","1"
"370","370","rwX4m8MkXbdcVFprNjX7jA","checkin","Wed","0","1"
"371","371","K6r4bLTHkyMGlqv7nX9nIg","checkin","Mon","0","1"
"372","372","SkTJ6ICgQIMWN_MolkYRlA","checkin","Fri","16","1"
"373","373","FelIkH-Gw8OGXxNDqtibaw","checkin","Sun","0","2"
"374","374","m3nYt4TDz4ce3ZPQOgBBzQ","checkin","Wed","18","1"
"375","375","uv2yDGrKCp-SS6JExdRAoA","checkin","Sun","0","1"
"376","376","9SjuDvQp-qZIJbCynrPuLQ","checkin","Thu","18","1"
"377","377","XOeeqqnl3vSpeC4YSke53Q","checkin","Sat","23","1"
"378","378","BkbElMznjFwXv_ivFy5vFQ","checkin","Mon","0","1"
"379","379","FJlLzBAQ2W2sSMqbKXwVcA","checkin","Wed","2","1"
"380","380","uke_IRNei9JKvMheuEUnpg","checkin","Mon","9","1"
"381","381","4uypXgVIYTTkd6A7gF6hBg","checkin","Wed","10","1"
"382","382","1RzN78VILI5A0iSd4Cj2JQ","checkin","Thu","0","1"
"383","383","SvCJxFMT8bxl6VVmCZwKAg","checkin","Sat","16","1"
"384","384","_Es5Z3E_ZWHIMhOniqMI1g","checkin","Sun","1","1"
"385","385","jLm8GfRFDJhBKwLlnaUvSw","checkin","Sat","0","1"
"386","386","u_1EIg-c3d8XYfrmcdHX3w","checkin","Fri","0","4"
"387","387","XbQWbSSNl6Zmb1FjyJCSpg","checkin","Sat","14","1"
"388","388","ASlU_etu-cqpPj2NaK65Eg","checkin","Fri","0","1"
"389","389","a5HUZPAn8J_cCyi_qQ29vg","checkin","Thu","1","1"
"390","390","Zcz-ilAvtiZ36goz5Sa_Ow","checkin","Mon","0","1"
"391","391","SC63CvOEuR-WAGZEmgnEBA","checkin","Tue","4","1"
"392","392","yfqcuTARKwO0Wx3VuMWrWQ","checkin","Sat","0","4"
"393","393","FR2hqDQMmky75sl-g2sPKQ","checkin","Sat","15","1"
"394","394","3a9VwysYDeUBBAS7xiJOJw","checkin","Fri","0","1"
"395","395","bIA8SE0KHRjzh5WmN8iEkg","checkin","Fri","0","7"
"396","396","TosOAucs2jRyG21zPSUT8Q","checkin","Tue","13","2"
"397","397","A9JoDDO_h8NGgCllHzpJyw","checkin","Mon","0","1"
"398","398","CoMrddDXEAL0gyO7dldgRg","checkin","Wed","0","1"
"399","399","5hqGQR3YJni73ky8vMXG5w","checkin","Sat","0","2"
"400","400","_C8smibNiPQn6Wllsjg8xw","checkin","Fri","0","1"
"401","401","8U6EmwNaeTnhKbhBgIZPGQ","checkin","Sun","0","1"
"402","402","KsYAGLP4yC7FbfixaeCHsA","checkin","Fri","0","4"
"403","403","bo3z3-WUNblcRKRrWqeTAg","checkin","Fri","0","5"
"404","404","72R6zu7hH6R-nfjvBkMUHQ","checkin","Mon","1","1"
"405","405","6U3vkx7FxcpV6a-cgLbJoQ","checkin","Sat","17","1"
"406","406","Db9eRcJWPMK0C3kX2Z83jg","checkin","Thu","15","1"
"407","407","XZVibkEH9kD6dBLC48azKQ","checkin","Fri","0","1"
"408","408","ZENjhfhHeSWJjZ7UXgUZPQ","checkin","Mon","1","3"
"409","409","R-fKjXfwblEKs4G--s0-Zg","checkin","Mon","0","2"
"410","410","Yj4Lut4-6P3h5Wh7PHqP7g","checkin","Mon","0","2"
"411","411","ITOlsgK1j9KVD9ETTgIpvA","checkin","Fri","3","1"
"412","412","JhxI7oS_jsFnq34dDubugQ","checkin","Sat","0","1"
"413","413","IDqaMeMYzEyBumvJMMpjYQ","checkin","Fri","0","1"
"414","414","0dcYp72pkePaWMA0vbytZA","checkin","Fri","0","2"
"415","415","XpLIq4_vjxuxMQYQqSGWbQ","checkin","Fri","0","5"
"416","416","I5YF1kl3LCVM6nDeP8rUzQ","checkin","Mon","0","2"
"417","417","PtqKpZWuvG7mF4hWx-95ug","checkin","Mon","0","1"
"418","418","K-tl3k56Px2G6KRsKNyUUA","checkin","Wed","15","1"
"419","419","-Yz15Wxp9bO21hifJaamsA","checkin","Sun","18","1"
"420","420","Zio3nvciGuJi-TxgBl7-vA","checkin","Fri","0","4"
"421","421","0htnLESRXrQ_HOJXTLHNfw","checkin","Fri","0","1"
"422","422","GYMP2opfj0-dAf_3rWZEjA","checkin","Sat","10","1"
"423","423","5yKRDXohGvWdF9ccKqZgqg","checkin","Mon","0","1"
"424","424","hpyuRgLiU2PemBqP7Vyshw","checkin","Thu","9","1"
"425","425","fg2nRepS0cS3xNfWYG7stA","checkin","Fri","20","1"
"426","426","MzEzQLdcHcASsYVZ57UY8A","checkin","Sun","0","1"
"427","427","BV_ywDG0HJYWyFFXG8ssvQ","checkin","Fri","12","1"
"428","428","VQGetWNN1f0dMWQ6ehDAVg","checkin","Fri","0","2"
"429","429","PlEgqANiEcpz_ZjhG4lx5A","checkin","Mon","15","1"
"430","430","ugPCIr4fZXtuHbC6xNctaA","checkin","Fri","11","1"
"431","431","l-Bmp9aU16eujG72-uGvNA","checkin","Fri","10","1"
"432","432","MQT5su7035AUTAltUfw5ug","checkin","Fri","0","3"
"433","433","3OCgpAos1gmS4rbWTIjmsQ","checkin","Fri","0","6"
"434","434","WEs9MN1M6tixwEz844jCUw","checkin","Thu","0","1"
"435","435","YFO5rDWDZ7Ngk_DEobjpLw","checkin","Sat","9","1"
"436","436","46DJ0U2WNhoEUA81_N0zZA","checkin","Thu","0","1"
"437","437","ebgu1HjoE5S45U7oKyq4sw","checkin","Fri","0","3"
"438","438","nZ4uuPHq0QLM5DwI52aO3Q","checkin","Mon","1","1"
"439","439","aL8D2ko6lQ3oGGFeCqSPOw","checkin","Wed","3","1"
"440","440","JJe0yIYC_M3la1Qbm9i3UQ","checkin","Fri","0","4"
"441","441","jeJmgdVaUINhS48CrbpR2w","checkin","Tue","2","1"
"442","442","GACpVvSvnL56jkPL_j9tTw","checkin","Fri","12","1"
"443","443","wnxQQna9M7Vu2RB4t_F5pg","checkin","Wed","1","1"
"444","444","AGrtNqgCTsAtQOwDBG_9EQ","checkin","Sat","15","1"
"445","445","MK8hA4-rSqfDWAxY-xEI3Q","checkin","Wed","1","1"
"446","446","OhJHQhBB1V09mkI-r4o5MA","checkin","Thu","7","1"
"447","447","KS1WE7wFQRaq3HncVjN8Vg","checkin","Fri","1","1"
"448","448","sR2Rdiv4IenRNQl54f80Ew","checkin","Thu","13","1"
"449","449","3F72sDvDY7G_7TsZzR0APQ","checkin","Thu","16","1"
"450","450","7PjQd4Bw0vsmtktm2YRuXA","checkin","Fri","0","18"
"451","451","j4170xdQJTwSvXFpsQzWtg","checkin","Sat","0","2"
"452","452","KAvJUm01M0yDiwPG31HcaQ","checkin","Mon","16","2"
"453","453","M-ALY7pit2w_TecfN0vCAg","checkin","Fri","10","1"
"454","454","DuMWyxL4DMcy5A8MXD_67w","checkin","Fri","0","9"
"455","455","myorOrDcPgwYwNXcFs0qBQ","checkin","Wed","0","1"
"456","456","dQwjYLmQXb06CpMPIpm5-g","checkin","Fri","0","3"
"457","457","yYevbUExZeBrMhkNJmeUyQ","checkin","Sun","16","1"
"458","458","nv1XdkWviHXO7N6mK8O1yg","checkin","Fri","0","6"
"459","459","p-rJOC4UeC75V71e8mYeww","checkin","Thu","0","1"
"460","460","yh0mvFCjZuMKy562h2_d_A","checkin","Fri","0","9"
"461","461","1JEmBa6NYiJAOkRcHviEmw","checkin","Wed","0","1"
"462","462","KbuYd93hqhiDH72jRqymqg","checkin","Sun","17","1"
"463","463","cIoB6iinl48KDGCVwtCHoA","checkin","Thu","0","1"
"464","464","yZARNBEe1gTEV8UJuwIR2Q","checkin","Wed","1","1"
"465","465","BhSBdVYkrRwijEWqI9yFXQ","checkin","Sun","0","1"
"466","466","KRSDpiJ-OC3Qa8Tnq5CvuA","checkin","Thu","3","1"
"467","467","MHGfZ_TjkwNXywczQI79yQ","checkin","Sat","0","1"
"468","468","oad18hHNEEr-T1FoeFtzNw","checkin","Wed","0","1"
"469","469","JbD1jy_Jxpy5W9Gq0L8U1Q","checkin","Tue","5","1"
"470","470","VVjevjhveDcoRW-O1uT3Vw","checkin","Sun","1","1"
"471","471","63lBTe-rgqR_LcAOh_xuPQ","checkin","Fri","0","1"
"472","472","2TVZb3GdY6XvX88jbOofIg","checkin","Thu","0","1"
"473","473","fihcqcjpMWTSGiR_dWLOcw","checkin","Fri","0","2"
"474","474","51w8nETUAMrTNQtuH9dZYw","checkin","Fri","10","1"
"475","475","soyZ8bv2ZsSpsBv4PGMrTA","checkin","Sun","0","3"
"476","476","XrjuO3Pr6Kw8YjDQzXMv4w","checkin","Wed","13","1"
"477","477","wUEiAyQO1ezcE_SXlStGiw","checkin","Fri","0","14"
"478","478","ahlYnXn0Ai6CfvU8xOiIJQ","checkin","Sun","1","1"
"479","479","cfsXuDfeSX24tInGNEoc2A","checkin","Sat","0","1"
"480","480","zaR3-yDJrKibg4XzQrUv_A","checkin","Sat","13","1"
"481","481","Crq6YLYcGGxS9aP4-iVyGA","checkin","Fri","0","5"
"482","482","hOHHa9A2a2v_kxj1iGJO9w","checkin","Fri","0","1"
"483","483","ZPAkg2phFo_p3U-QjvHVPw","checkin","Fri","0","3"
"484","484","J2T_kHY2Ioe1SdFgtZl4bA","checkin","Fri","0","2"
"485","485","_QL-D_zQ-RSdlsMZF3TLyg","checkin","Fri","0","5"
"486","486","0s03ippU5tXAxVV9ImjQvw","checkin","Sat","16","1"
"487","487","hbGC8KnYyefUgTlq0dAi4Q","checkin","Sun","0","1"
"488","488","iM1nRpnvheksjLSdUvrlmA","checkin","Tue","17","1"
"489","489","bPSCoxuJNflgrQVCNpa4YA","checkin","Mon","15","1"
"490","490","GREUapStr7mD3L528tefVQ","checkin","Thu","11","2"
"491","491","bgNmUYcraelf27TviWEMGA","checkin","Thu","1","1"
"492","492","GCr0eTVnVzFE72c-VJezoQ","checkin","Fri","0","7"
"493","493","aNap_CwN6y3PzI6euDbL5Q","checkin","Mon","5","1"
"494","494","hSU3MbB9Yu8MlybxfmABeg","checkin","Fri","0","4"
"495","495","nIJr76IGIGS3nkmieY3Vow","checkin","Fri","0","6"
"496","496","iTI-k3c6361-Y6drdSQ3uQ","checkin","Fri","0","5"
"497","497","oSS4sjOEjsubAKdTuAErfw","checkin","Fri","0","1"
"498","498","hdoXVYBWR2fOlPLufu_b9w","checkin","Fri","1","1"
"499","499","ssyjN-SqT2O8jlC8IvrH-w","checkin","Mon","0","1"
"500","500","Ao0mloVclgL3Tzqo8g4AzQ","checkin","Fri","0","2"
"501","501","096qNc7waeRlReivCm2lXw","checkin","Wed","0","1"
"502","502","9_0FtoabuC42T7AWDk5_sA","checkin","Fri","0","2"
"503","503","iVEk9a746zY2DR5JrpzgPg","checkin","Mon","0","1"
"504","504","2tMuTCM-UxbCjyxTLIzAzw","checkin","Wed","14","1"
"505","505","fFEFB45_CsR4cw9DI1yW8Q","checkin","Tue","1","1"
"506","506","qbT8zCAZDhYbUbGmrqIPDA","checkin","Thu","0","1"
"507","507","jnPCBM39mGZ1eINC1t971A","checkin","Sun","3","1"
"508","508","1u0m5sQlAeDSKXvzuQVcNg","checkin","Wed","1","1"
"509","509","cPevf2fXdvrTz7-QSVXdaQ","checkin","Fri","0","1"
"510","510","VV4NAmS0KJ8A8xOcQnKB6A","checkin","Sun","0","1"
"511","511","bJxRnRioS7D43TRxDgCMRw","checkin","Sat","12","1"
"512","512","49ka-LYrj6AnxnNwz6tvHg","checkin","Sat","15","1"
"513","513","sARejHFyWLA93RgGwkhy5g","checkin","Tue","0","1"
"514","514","eelOSIHQRR50NgHpCFDvOw","checkin","Thu","0","1"
"515","515","fS1QBwuCUXVQ_K7LNnYvBg","checkin","Sat","0","2"
"516","516","_iqTOtLSEKgjgr_OtRjznQ","checkin","Sat","17","1"
"517","517","4IdcT63iE5fNrVzayZtKEw","checkin","Fri","0","1"
"518","518","Md6NWl54ny8hA-NVaYZuew","checkin","Fri","0","2"
"519","519","AsktFvI950JNROlcDtcMJQ","checkin","Mon","0","1"
"520","520","pEMoLmRkS2dyIm_KpIr4hg","checkin","Fri","17","1"
"521","521","OUX2fHogOBZs1-xkgXreEQ","checkin","Sat","0","1"
"522","522","ouIDi5rmnCuw97vJAFg4tA","checkin","Mon","2","1"
"523","523","qGJZ1C3rUjqZ6LAtNMjQtw","checkin","Fri","0","7"
"524","524","OwXMxqxIy4YoprAjnoUoiA","checkin","Thu","0","1"
"525","525","tnvy8Xt_pRGIpWzcOJf9-g","checkin","Fri","0","2"
"526","526","VdvEnuQt90XYfy_1khVZAw","checkin","Thu","8","1"
"527","527","hcrjdLHf8UlR-D1-rTEkfw","checkin","Sat","0","1"
"528","528","CDqPVVvQtVncNQGydnZy7A","checkin","Fri","0","17"
"529","529","Xcgtw8YvHof1bN3v8Y3rMw","checkin","Sat","19","1"
"530","530","CxV9DJCxc04_xkDRSrfgFA","checkin","Sun","0","1"
"531","531","yr0Z199gBIv4xgsDElxg6A","checkin","Fri","0","1"
"532","532","E9kXJpQfbt0yN59zoIlz7A","checkin","Sat","13","1"
"533","533","G-Hx1iJXOtoFWVAG3nlScA","checkin","Thu","0","2"
"534","534","n8VWmSVq9-oaDSUOIaxSfQ","checkin","Thu","0","1"
"535","535","7RrV91tE1lIbbbFRRQOl3A","checkin","Wed","1","1"
"536","536","BLfCMa2yWNo70D3wwAxwow","checkin","Fri","0","2"
"537","537","ib8kSuDsmqLpbXuIs4KfKw","checkin","Mon","0","1"
"538","538","i3V1CrnxWMOpv9IFfTUL1g","checkin","Mon","17","1"
"539","539","x8vFYI2chMt1qNVjBe4Ibg","checkin","Sun","0","1"
"540","540","uRbrfI6DW0hn3Vj0tyjycA","checkin","Tue","0","1"
"541","541","K_xtAppJIWWeO8pNzK22lA","checkin","Tue","16","1"
"542","542","pdppPd5u60ql5_7cxiKrPQ","checkin","Wed","15","1"
"543","543","XDeAQ9ayhiWx0lBM3iVUqw","checkin","Sat","1","1"
"544","544","6Hk_TsxZQ5DCF5SYQMYffA","checkin","Sun","1","1"
"545","545","mBFNXtibtGG__MmrH5kl7g","checkin","Tue","18","1"
"546","546","x3nZVmEyXIYu3z5_dfbvTQ","checkin","Tue","2","1"
"547","547","jXo3-D3fCzaQzLE0NRZlZw","checkin","Sat","0","1"
"548","548","z9U13K-AmIpNw315G4KyZg","checkin","Fri","14","2"
"549","549","XumixtWeslaGFPOyfA65Rg","checkin","Tue","18","2"
"550","550","Zq6KR-zte-7yTGHmHZIyJQ","checkin","Fri","0","1"
"551","551","q1DPrSrM1cbdTnUONdkwpw","checkin","Sun","13","1"
"552","552","DYuZK3lZMZgfGFiI8LEGtw","checkin","Thu","17","1"
"553","553","DSlSSiVcLPz31qZemVEd-A","checkin","Fri","0","1"
"554","554","w1Dt_Dsbm40IgdVERLv5sQ","checkin","Sat","0","2"
"555","555","TPJO55zWyo2CeeXQvOre8A","checkin","Sat","2","1"
"556","556","bx3JxOE_pfO2cWr3MkBIng","checkin","Wed","12","1"
"557","557","jhazCCMoDaLn-RqvvtKXbQ","checkin","Sat","0","4"
"558","558","Tm2dKN_-DCdZfF2xMWrX7w","checkin","Fri","0","9"
"559","559","YtmTXI4mH3Nj4Cal0uAl4Q","checkin","Mon","0","2"
"560","560","USRXU4ASBAFSKhlk-KVrCw","checkin","Fri","0","2"
"561","561","wSFFityW7V-UCbTjtiRfDA","checkin","Mon","12","1"
"562","562","pVrTttubgnKaNE1e1IuU3g","checkin","Mon","0","2"
"563","563","wwH2f3J8mpjXNqobMEQiuA","checkin","Tue","15","1"
"564","564","vDPRMZPe6lfy0MAcycvQUw","checkin","Sun","8","1"
"565","565","9p-oDNOVSG38rRN-15MviQ","checkin","Fri","0","3"
"566","566","C7VCIXi-Yv7MGPi_OoR71Q","checkin","Mon","0","1"
"567","567","X55evLxSgBYHHohfPyPjVg","checkin","Tue","10","1"
"568","568","piAwS57nctkTkFPEwboySQ","checkin","Sun","5","1"
"569","569","wKHQ3YLPOhBQNeKZhM9TgQ","checkin","Mon","0","1"
"570","570","POS4KUKWZORXKWLTGk3ZPw","checkin","Wed","4","1"
"571","571","1_RFXirGE6zxvSHChiiZrA","checkin","Sat","0","1"
"572","572","9cyYy7cbboWsth_4yd7XDw","checkin","Thu","0","1"
"573","573","j077YJ_ISiawonSdmhNVmg","checkin","Sun","0","1"
"574","574","_U7btRgwidF6mYsexgVClQ","checkin","Fri","0","5"
"575","575","NWG_ZlBCGlmHEm_NA4pvWg","checkin","Sat","21","2"
"576","576","CR7cXcThsy0wNi-neUCjVg","checkin","Thu","9","1"
"577","577","iljKf976tT1azsWNw2VN9A","checkin","Fri","0","1"
"578","578","hrvjRWqHOkPa9jBPpX1B8A","checkin","Fri","0","6"
"579","579","RcKf9YwEcCdHJfo1uRHjyQ","checkin","Mon","2","1"
"580","580","fNV-Fd_bNmny8RrHCRWKMQ","checkin","Tue","0","1"
"581","581","p8p6xfFWbxN070r5qt32Rw","checkin","Tue","3","1"
"582","582","k1VQF6auj3RQT-QjMWtrEw","checkin","Tue","2","1"
"583","583","f_vZiW020vjgySYwUUjZ7A","checkin","Mon","13","1"
"584","584","1veVZUawy7IhIc5oDpRRQA","checkin","Mon","1","1"
"585","585","5b4lGjNdm44rp9hTLh0H2A","checkin","Mon","13","1"
"586","586","CZ1NjI_Kyg_V3ol3se2fQg","checkin","Fri","9","1"
"587","587","zH3HFpkJZ9EmWMRhw1oypA","checkin","Tue","9","1"
"588","588","rkf1-L_YdylYyN618hP2HQ","checkin","Tue","14","1"
"589","589","CiGefVc9Uc-4H_aNgOMWhQ","checkin","Tue","15","1"
"590","590","gtSW-xt-csn6XFMC-Dwoqw","checkin","Sat","5","1"
"591","591","IPkCm4fkX6ok1ugPQ0ZxDw","checkin","Sat","0","2"
"592","592","rxaxR6lJTYKabKCEN_oa9g","checkin","Wed","12","1"
"593","593","tWtuHpIFtQHMQq8q8DG3dA","checkin","Fri","1","1"
"594","594","ja7zjowr6ymsVglQXZZ6BA","checkin","Fri","0","1"
"595","595","lD0HkiG3JEnZRDpTlh-daA","checkin","Wed","1","1"
"596","596","KS0Uon59PBcVJgzfsYRPdg","checkin","Fri","0","14"
"597","597","N_CGw_T4nnFBs6jI6beDbA","checkin","Sat","1","2"
"598","598","QJD5aPFMlCCblOzVZcY-PA","checkin","Tue","0","1"
"599","599","BXz2w3mlus0xqO_4nfA9lA","checkin","Tue","0","1"
"600","600","MjLRxNBuFR9DvA2XzQAXIA","checkin","Fri","11","1"
